Num,Products_Num,A_Pro/IS,Output,Bromide,Bromide_Num,Amine,Amine_Num,Product
1614,1909-27-01-W6,5.760674157,0.3600421348125,FC1=NC=CC(Br)=C1,B30,CC1=CN=C(N)C=C1,A25,Fc1nccc(Nc2ncc(C)cc2)c1
1615,1909-27-01-W7,0.552003033,0.0345001895625002,N#CC1=C(Br)C=NC=C1,B31,CC1=CN=C(N)C=C1,A25,N#Cc1c(Nc2ncc(C)cc2)cncc1
1619,1909-27-01-W11,0.648100959,0.0405063099375002,CC1=CC=CC(Br)=N1,B27,CC1=C(N)C=NC=C1,A26,N(c1c(C)ccnc1)c1nc(C)ccc1
1627,1909-27-01-W19,1.220428089,0.0762767555625002,CC1=CC=CC(Br)=N1,B27,CC1=NC=CC(N)=C1,A27,N(c1nc(C)ccc1)c1cc(C)ncc1
1628,1909-27-01-W20,0.731328321,0.0457080200625002,FC1=CC(Br)=NC=C1,B28,CC1=NC=CC(N)=C1,A27,Fc1cc(Nc2cc(C)ncc2)ncc1
1635,1909-27-01-W27,5.897321429,0.3685825893125,CC1=CC=CC(Br)=N1,B27,FC1=CC=CC(N)=N1,A28,Fc1nc(Nc2nc(C)ccc2)ccc1
1637,1909-27-01-W29,7.367589924,0.46047437025,FC1=CN=CC(Br)=C1,B29,FC1=CC=CC(N)=N1,A28,Fc1nc(Nc2cc(F)cnc2)ccc1
1655,1909-27-01-W47,3.406867061,0.2129291913125,N#CC1=C(Br)C=NC=C1,B31,FC1=C(N)C=CN=C1,A30,Fc1c(Nc2c(C#N)ccnc2)ccnc1
1660,1909-27-01-W52,3.829385737,0.2393366085625,FC1=CC(Br)=NC=C1,B28,N#CC1=CC(N)=NC=C1,A31,Fc1cc(Nc2nccc(C#N)c2)ncc1
1667,1909-27-01-W59,3.649746193,0.2281091370625,CC1=CC=CC(Br)=N1,B27,N#CC1=NC=CC(N)=C1,A32,N#Cc1nccc(Nc2nc(C)ccc2)c1
1668,1909-27-01-W60,1.939274328,0.1212046455,FC1=CC(Br)=NC=C1,B28,N#CC1=NC=CC(N)=C1,A32,Fc1cc(Nc2cc(C#N)ncc2)ncc1
1671,1909-27-01-W63,3.50213086,0.21888317875,N#CC1=C(Br)C=NC=C1,B31,N#CC1=NC=CC(N)=C1,A32,N#Cc1c(Nc2cc(C#N)ncc2)cncc1
1692,1909-27-01-W84,5.627895694,0.351743480875,FC1=CC(Br)=NC=C1,B28,COC1=NC=C(N)C=C1,A35,Fc1cc(Nc2cnc(OC)cc2)ncc1
1695,1909-27-01-W87,4.259118795,0.2661949246875,N#CC1=C(Br)C=NC=C1,B31,COC1=NC=C(N)C=C1,A35,O(C)c1ncc(Nc2c(C#N)ccnc2)cc1
1699,1909-27-01-W91,0.621621622,0.0388513513750002,CC1=CC=CC(Br)=N1,B27,N#CCC1=NC=CC=C1N,A36,N#CCc1c(Nc2nc(C)ccc2)cccn1
1709,1909-27-01-W101,1.561343255,0.0975839534375002,FC1=CN=CC(Br)=C1,B29,O=C(C1=CC=CN=C1N)C,A37,Fc1cc(Nc2c(C(=O)C)cccn2)cnc1
1717,1909-27-01-W109,4.514435696,0.282152231,FC1=CN=CC(Br)=C1,B29,CCOC1=NC=CC(N)=C1,A38,Fc1cc(Nc2cc(OCC)ncc2)cnc1
1723,1909-27-01-W115,7.573845153,0.4733653220625,CC1=CC=CC(Br)=N1,B27,CCOC1=CC(N)=NC=C1,A39,O(CC)c1cc(Nc2nc(C)ccc2)ncc1
1725,1909-27-01-W117,2.617474995,0.1635921871875,FC1=CN=CC(Br)=C1,B29,CCOC1=CC(N)=NC=C1,A39,Fc1cc(Nc2nccc(OCC)c2)cnc1
1726,1909-27-01-W118,3.060616617,0.1912885385625,FC1=NC=CC(Br)=C1,B30,CCOC1=CC(N)=NC=C1,A39,Fc1nccc(Nc2nccc(OCC)c2)c1
1727,1909-27-01-W119,1.168878404,0.0730549002500002,N#CC1=C(Br)C=NC=C1,B31,CCOC1=CC(N)=NC=C1,A39,O(CC)c1cc(Nc2c(C#N)ccnc2)ncc1
1729,1909-27-01-W121,2.493742468,0.15585890425,CC1=CN=CC(Br)=C1,B25,O=[N+](C1=CN=C(N)C=C1)[O-],A40,O=[N+]([O-])c1cnc(Nc2cc(C)cnc2)cc1
1732,1909-27-01-W124,0.95010127,0.0593813293750002,FC1=CC(Br)=NC=C1,B28,O=[N+](C1=CN=C(N)C=C1)[O-],A40,Fc1cc(Nc2ncc([N+](=O)[O-])cc2)ncc1
1762,1909-27-01-W154,1.2249347,0.0765584187500001,CC1=NC=CC(Br)=C1,B26,O=C(OC)C1=CC=NC(N)=C1,A44,O=C(OC)c1cc(Nc2cc(C)ncc2)ncc1
1778,1909-27-01-W170,1.531624916,0.0957265572500002,CC1=NC=CC(Br)=C1,B26,FC(C1=NC=C(N)C=C1)(F)F,A46,FC(F)(F)c1ncc(Nc2cc(C)ncc2)cc1
1780,1909-27-01-W172,3.05840025,0.191150015625,FC1=CC(Br)=NC=C1,B28,FC(C1=NC=C(N)C=C1)(F)F,A46,FC(F)(F)c1ncc(Nc2nccc(F)c2)cc1
1781,1909-27-01-W173,2.876212569,0.1797632855625,FC1=CN=CC(Br)=C1,B29,FC(C1=NC=C(N)C=C1)(F)F,A46,FC(F)(F)c1ncc(Nc2cc(F)cnc2)cc1
1786,1909-27-01-W178,0.484563056,0.0302851910000002,CC1=NC=CC(Br)=C1,B26,FC(C1=NC=CC(N)=C1)(F)F,A47,FC(F)(F)c1nccc(Nc2cc(C)ncc2)c1
1793,1909-27-01-W185,0.689501419,0.0430938386875002,CC1=CN=CC(Br)=C1,B25,O=C(OCC)C1=NC=CC(N)=C1,A48,O=C(OCC)c1nccc(Nc2cc(C)cnc2)c1
1799,1909-27-01-W191,0.34395331,0.0214970818750002,N#CC1=C(Br)C=NC=C1,B31,O=C(OCC)C1=NC=CC(N)=C1,A48,O=C(OCC)c1nccc(Nc2c(C#N)ccnc2)c1
1807,1909-27-01-W199,9.80013754,0.61250859625,O=[N+](C1=CC(Br)=NC=C1)[O-],B39,CC1=CN=C(N)C=C1,A25,O=[N+]([O-])c1cc(Nc2ncc(C)cc2)ncc1
1816,1909-27-01-W208,0.587712261,0.0367320163125002,O=[N+](C1=C(Br)C=NC=C1)[O-],B40,CC1=C(N)C=NC=C1,A26,O=[N+]([O-])c1c(Nc2c(C)ccnc2)cncc1
1819,1909-27-01-W211,0.119736971,0.0074835606875002,COC1=NC=CC(Br)=C1,B35,CC1=NC=CC(N)=C1,A27,O(C)c1nccc(Nc2cc(C)ncc2)c1
1829,1909-27-01-W221,5.09967678,0.31872979875,BrC1=CN=CC(C(C)=O)=C1,B37,FC1=CC=CC(N)=N1,A28,Fc1nc(Nc2cc(C(=O)C)cnc2)ccc1
1838,1909-27-01-W230,0.620197355,0.0387623346875002,CN(C)C1=NC=CC(Br)=C1,B38,FC1=NC=C(N)C=C1,A29,Fc1ncc(Nc2cc(N(C)C)ncc2)cc1
1842,1909-27-01-W234,7.709130564,0.48182066025,COC1=CN=C(Br)C=C1,B34,FC1=C(N)C=CN=C1,A30,Fc1c(Nc2ncc(OC)cc2)ccnc1
1862,1909-27-01-W254,1.400345311,0.0875215819375002,CN(C)C1=NC=CC(Br)=C1,B38,N#CC1=NC=CC(N)=C1,A32,N#Cc1nccc(Nc2cc(N(C)C)ncc2)c1
1869,1909-27-01-W261,0.508237986,0.0317648741250002,BrC1=CN=CC(C(C)=O)=C1,B37,CC1=CC(C)=C(N)C=N1,A33,O=C(C)c1cc(Nc2c(C)cc(C)nc2)cnc1
1881,1909-27-01-W273,2.059563543,0.1287227214375,N#CC1=CN=C(Br)C=C1,B33,COC1=NC=C(N)C=C1,A35,O(C)c1ncc(Nc2ncc(C#N)cc2)cc1
1884,1909-27-01-W276,9.727975406,0.607998462875,COC1=CN=CC(Br)=C1,B36,COC1=NC=C(N)C=C1,A35,O(C)c1ncc(Nc2cc(OC)cnc2)cc1
1885,1909-27-01-W277,5.842161532,0.36513509575,BrC1=CN=CC(C(C)=O)=C1,B37,COC1=NC=C(N)C=C1,A35,O=C(C)c1cc(Nc2cnc(OC)cc2)cnc1
1901,1909-27-01-W293,3.028529627,0.1892831016875,BrC1=CN=CC(C(C)=O)=C1,B37,O=C(C1=CC=CN=C1N)C,A37,O=C(C)c1c(Nc2cc(C(=O)C)cnc2)nccc1
1913,1909-27-01-W305,3.752291896,0.2345182435,N#CC1=CN=C(Br)C=C1,B33,CCOC1=CC(N)=NC=C1,A39,O(CC)c1cc(Nc2ncc(C#N)cc2)ncc1
1923,1909-27-01-W315,3.613933946,0.225870871625,COC1=NC=CC(Br)=C1,B35,O=[N+](C1=CN=C(N)C=C1)[O-],A40,O=[N+]([O-])c1cnc(Nc2cc(OC)ncc2)cc1
